"unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","id","date","year","prefec_kanji","prefec"
19878,6805,13073,2232249029,891603620,1340645409,1,"2017-10-01",2017,"北海道","Hokkaido"
5185,2026,3159,542487078,246858683,295628395,2,"2017-10-01",2017,"青森","Aomori"
4421,1776,2645,477415432,218877109,258538323,3,"2017-10-01",2017,"岩手","Iwate"
7724,2986,4738,919524954,411885939,507639015,4,"2017-10-01",2017,"宮城","Miyagi"
3590,1439,2151,382424918,176911900,205513018,5,"2017-10-01",2017,"秋田","Akita"
3387,1370,2017,388875609,180963553,207912056,6,"2017-10-01",2017,"山形","Yamagata"
6477,2812,3665,768070304,376107632,391962672,7,"2017-10-01",2017,"福島","Fukushima"
7811,3154,4657,941576334,440974588,500601746,8,"2017-10-01",2017,"茨城","Ibaraki"
5782,2514,3268,707705720,346329118,361376602,9,"2017-10-01",2017,"栃木","Tochigi"
5208,2135,3073,634587535,295394681,339192854,10,"2017-10-01",2017,"群馬","Gunma"
19823,8498,11325,2542430288,1226227491,1316202797,11,"2017-10-01",2017,"埼玉","Saitama"
16382,6746,9636,2168597246,1009081845,1159515401,12,"2017-10-01",2017,"千葉","Chiba"
37441,15019,22422,5207552849,2279442621,2928110228,13,"2017-10-01",2017,"東京","Tokyo"
25462,10752,14710,3528542418,1683902078,1844640340,14,"2017-10-01",2017,"神奈川","Kanagawa"
6926,2747,4179,786852421,353789578,433062843,15,"2017-10-01",2017,"新潟","Niigata"
2956,1055,1901,346707779,139319683,207388096,16,"2017-10-01",2017,"富山","Toyama"
3611,1284,2327,416781831,168347172,248434659,17,"2017-10-01",2017,"石川","Ishikawa"
2195,786,1409,247565172,103509050,144056122,18,"2017-10-01",2017,"福井","Fukui"
2262,904,1358,266839725,122830163,144009562,19,"2017-10-01",2017,"山梨","Yamanashi"
6337,2388,3949,717339851,307656846,409683005,20,"2017-10-01",2017,"長野","Nagano"
5896,2273,3623,687810994,299925809,387885185,21,"2017-10-01",2017,"岐阜","Gifu"
11113,4399,6714,1312652255,589107677,723544578,22,"2017-10-01",2017,"静岡","Shizuoka"
20846,7974,12872,2580714873,1108002783,1472712090,23,"2017-10-01",2017,"愛知","Aichi"
6020,2324,3696,704145778,311081999,393063779,24,"2017-10-01",2017,"三重","Mie"
4723,1809,2914,548599150,238780560,309818590,25,"2017-10-01",2017,"滋賀","Shiga"
8623,3255,5368,1062328525,450761975,611566550,26,"2017-10-01",2017,"京都","Kyoto"
29656,11245,18411,3713224761,1605933512,2107291249,27,"2017-10-01",2017,"大阪","Osaka"
19163,7255,11908,2295788269,1005979402,1289808867,28,"2017-10-01",2017,"兵庫","Hyogo"
4231,1670,2561,510134270,233135735,276998535,29,"2017-10-01",2017,"奈良","Nara"
3229,1240,1989,359831873,160411476,199420397,30,"2017-10-01",2017,"和歌山","Wakayama"
2079,878,1201,221598640,106177199,115421441,31,"2017-10-01",2017,"鳥取","Tottori"
2338,947,1391,252226373,117302991,134923382,32,"2017-10-01",2017,"島根","Shimane"
6450,2558,3892,722933612,329592494,393341118,33,"2017-10-01",2017,"岡山","Okayama"
9705,3488,6217,1127442035,466278233,661163802,34,"2017-10-01",2017,"広島","Hiroshima"
4208,1537,2671,498782417,212483009,286299408,35,"2017-10-01",2017,"山口","Yamaguchi"
2558,1068,1490,299151220,138329840,160821380,36,"2017-10-01",2017,"徳島","Tokushima"
3279,1215,2064,371161609,157439764,213721845,37,"2017-10-01",2017,"香川","Kagawa"
4592,1795,2797,528144100,240934785,287209315,38,"2017-10-01",2017,"愛媛","Ehime"
2945,1163,1782,318551015,141791991,176759024,39,"2017-10-01",2017,"高知","Kochi"
20516,7247,13269,2443535181,997333536,1446201645,40,"2017-10-01",2017,"福岡","Fukuoka"
3158,1111,2047,344045197,137265041,206780156,41,"2017-10-01",2017,"佐賀","Saga"
5386,1928,3458,578022761,241390333,336632428,42,"2017-10-01",2017,"長崎","Nagasaki"
7147,2727,4420,760571777,338582844,421988933,43,"2017-10-01",2017,"熊本","Kumamoto"
4656,1706,2950,497152035,212772931,284379104,44,"2017-10-01",2017,"大分","Oita"
4591,1712,2879,493693640,215039310,278654330,45,"2017-10-01",2017,"宮崎","Miyazaki"
6732,2458,4274,733182958,313546185,419636773,46,"2017-10-01",2017,"鹿児島","Kagoshima"
4701,1909,2792,549038505,251594607,297443898,47,"2017-10-01",2017,"沖縄","Okinawa"
383678,150527,233151,47772608772,21383540504,26389068268,99,"2017-11-01",2017,"全国","zenkoku"
19066,6536,12530,2199884828,883209844,1316674984,1,"2017-11-01",2017,"北海道","Hokkaido"
5017,1937,3080,565868466,255152757,310715709,2,"2017-11-01",2017,"青森","Aomori"
4039,1640,2399,467009146,214449801,252559345,3,"2017-11-01",2017,"岩手","Iwate"
7474,2885,4589,904166200,402190122,501976078,4,"2017-11-01",2017,"宮城","Miyagi"
3320,1383,1937,371072586,176444062,194628524,5,"2017-11-01",2017,"秋田","Akita"
3074,1199,1875,356286239,160917750,195368489,6,"2017-11-01",2017,"山形","Yamagata"
6159,2664,3495,756404154,373254396,383149758,7,"2017-11-01",2017,"福島","Fukushima"
7401,2999,4402,952328656,447971014,504357642,8,"2017-11-01",2017,"茨城","Ibaraki"
5390,2327,3063,673890880,331082142,342808738,9,"2017-11-01",2017,"栃木","Tochigi"
4922,2008,2914,608347081,283512263,324834818,10,"2017-11-01",2017,"群馬","Gunma"
19321,8315,11006,2598055399,1272960863,1325094536,11,"2017-11-01",2017,"埼玉","Saitama"
15875,6594,9281,2136759614,996662928,1140096686,12,"2017-11-01",2017,"千葉","Chiba"
36908,15019,21889,5206027550,2325708205,2880319345,13,"2017-11-01",2017,"東京","Tokyo"
24055,10341,13714,3275388769,1582872461,1692516308,14,"2017-11-01",2017,"神奈川","Kanagawa"
6549,2617,3932,758210662,342110108,416100554,15,"2017-11-01",2017,"新潟","Niigata"
2791,1009,1782,339971726,139143584,200828142,16,"2017-11-01",2017,"富山","Toyama"
3437,1226,2211,407969816,165460259,242509557,17,"2017-11-01",2017,"石川","Ishikawa"
2083,765,1318,239544179,101016312,138527867,18,"2017-11-01",2017,"福井","Fukui"
2106,830,1276,259770575,116571136,143199439,19,"2017-11-01",2017,"山梨","Yamanashi"
5963,2296,3667,691869376,301600027,390269349,20,"2017-11-01",2017,"長野","Nagano"
5768,2229,3539,695950740,306625854,389324886,21,"2017-11-01",2017,"岐阜","Gifu"
10849,4334,6515,1327029844,599393447,727636397,22,"2017-11-01",2017,"静岡","Shizuoka"
20064,7818,12246,2605048398,1136591926,1468456472,23,"2017-11-01",2017,"愛知","Aichi"
5785,2285,3500,707820586,321628682,386191904,24,"2017-11-01",2017,"三重","Mie"
4458,1708,2750,551891276,243452890,308438386,25,"2017-11-01",2017,"滋賀","Shiga"
8237,3112,5125,1038513973,451277343,587236630,26,"2017-11-01",2017,"京都","Kyoto"
28356,10872,17484,3554754586,1544380430,2010374156,27,"2017-11-01",2017,"大阪","Osaka"
18292,6947,11345,2285824340,999951025,1285873315,28,"2017-11-01",2017,"兵庫","Hyogo"
4051,1616,2435,487064560,225645537,261419023,29,"2017-11-01",2017,"奈良","Nara"
3069,1200,1869,352210467,160919280,191291187,30,"2017-11-01",2017,"和歌山","Wakayama"
1935,823,1112,217618710,105404844,112213866,31,"2017-11-01",2017,"鳥取","Tottori"
2194,881,1313,252735143,114504338,138230805,32,"2017-11-01",2017,"島根","Shimane"
6139,2428,3711,728730811,324025727,404705084,33,"2017-11-01",2017,"岡山","Okayama"
9356,3413,5943,1119163670,474092795,645070875,34,"2017-11-01",2017,"広島","Hiroshima"
4011,1485,2526,470463982,205429461,265034521,35,"2017-11-01",2017,"山口","Yamaguchi"
2351,985,1366,281225039,133854515,147370524,36,"2017-11-01",2017,"徳島","Tokushima"
3141,1232,1909,355192244,162345999,192846245,37,"2017-11-01",2017,"香川","Kagawa"
4302,1681,2621,497032438,228295015,268737423,38,"2017-11-01",2017,"愛媛","Ehime"
2772,1136,1636,314848517,145994118,168854399,39,"2017-11-01",2017,"高知","Kochi"
19403,6872,12531,2345464229,967929844,1377534385,40,"2017-11-01",2017,"福岡","Fukuoka"
3014,1074,1940,330977044,135069178,195907866,41,"2017-11-01",2017,"佐賀","Saga"
4995,1792,3203,556876949,230714967,326161982,42,"2017-11-01",2017,"長崎","Nagasaki"
6702,2583,4119,753618487,337495404,416123083,43,"2017-11-01",2017,"熊本","Kumamoto"
4415,1687,2728,475296716,210265822,265030894,44,"2017-11-01",2017,"大分","Oita"
4229,1613,2616,480769721,213411547,267358174,45,"2017-11-01",2017,"宮崎","Miyazaki"
6167,2256,3911,675569044,289172015,386397029,46,"2017-11-01",2017,"鹿児島","Kagoshima"
4673,1875,2798,542091356,243378467,298712889,47,"2017-11-01",2017,"沖縄","Okinawa"
359672,143082,216590,39943548906,18155081556,21788467350,99,"2017-12-01",2017,"全国","zenkoku"
18030,6379,11651,1832358533,755489050,1076869483,1,"2017-12-01",2017,"北海道","Hokkaido"
4472,1795,2677,431361905,201549427,229812478,2,"2017-12-01",2017,"青森","Aomori"
3892,1528,2364,389695867,174945916,214749951,3,"2017-12-01",2017,"岩手","Iwate"
7065,2798,4267,795827468,363888505,431938963,4,"2017-12-01",2017,"宮城","Miyagi"
3040,1270,1770,311706908,149241671,162465237,5,"2017-12-01",2017,"秋田","Akita"
2836,1129,1707,296678977,134418793,162260184,6,"2017-12-01",2017,"山形","Yamagata"
5752,2502,3250,621508046,303406354,318101692,7,"2017-12-01",2017,"福島","Fukushima"
6934,2855,4079,768028975,368179842,399849133,8,"2017-12-01",2017,"茨城","Ibaraki"
5007,2183,2824,561939979,276073510,285866469,9,"2017-12-01",2017,"栃木","Tochigi"
4593,1942,2651,498283389,239785342,258498047,10,"2017-12-01",2017,"群馬","Gunma"
18142,7873,10269,2086942709,1024955199,1061987510,11,"2017-12-01",2017,"埼玉","Saitama"
15023,6340,8683,1846178526,881117943,965060583,12,"2017-12-01",2017,"千葉","Chiba"
34198,14126,20072,4107558703,1866542492,2241016211,13,"2017-12-01",2017,"東京","Tokyo"
23348,10159,13189,3000863569,1468056241,1532807328,14,"2017-12-01",2017,"神奈川","Kanagawa"
6182,2509,3673,634511878,287481672,347030206,15,"2017-12-01",2017,"新潟","Niigata"
2586,963,1623,270549240,116997141,153552099,16,"2017-12-01",2017,"富山","Toyama"
3069,1116,1953,329236111,136212147,193023964,17,"2017-12-01",2017,"石川","Ishikawa"
1957,718,1239,213011619,91274750,121736869,18,"2017-12-01",2017,"福井","Fukui"
2055,809,1246,228350613,101826893,126523720,19,"2017-12-01",2017,"山梨","Yamanashi"
5662,2227,3435,600479932,271467486,329012446,20,"2017-12-01",2017,"長野","Nagano"
5290,2073,3217,555382243,246310407,309071836,21,"2017-12-01",2017,"岐阜","Gifu"
10275,4193,6082,1137368933,525337537,612031396,22,"2017-12-01",2017,"静岡","Shizuoka"
18644,7342,11302,2148381612,958489358,1189892254,23,"2017-12-01",2017,"愛知","Aichi"
5443,2158,3285,584874829,268846697,316028132,24,"2017-12-01",2017,"三重","Mie"
4131,1586,2545,432711020,194117647,238593373,25,"2017-12-01",2017,"滋賀","Shiga"
7734,2946,4788,845126337,365805620,479320717,26,"2017-12-01",2017,"京都","Kyoto"
27047,10707,16340,3168616487,1434335298,1734281189,27,"2017-12-01",2017,"大阪","Osaka"
16932,6542,10390,1863270935,836280036,1026990899,28,"2017-12-01",2017,"兵庫","Hyogo"
3750,1489,2261,413861142,191978327,221882815,29,"2017-12-01",2017,"奈良","Nara"
2882,1140,1742,291568419,132622591,158945828,30,"2017-12-01",2017,"和歌山","Wakayama"
1712,688,1024,168164387,76855037,91309350,31,"2017-12-01",2017,"鳥取","Tottori"
2004,809,1195,204232710,90298195,113934515,32,"2017-12-01",2017,"島根","Shimane"
5748,2292,3456,587034760,267571339,319463421,33,"2017-12-01",2017,"岡山","Okayama"
8673,3261,5412,897614369,387730927,509883442,34,"2017-12-01",2017,"広島","Hiroshima"
3717,1373,2344,395625675,173102579,222523096,35,"2017-12-01",2017,"山口","Yamaguchi"
2211,913,1298,236247709,107665758,128581951,36,"2017-12-01",2017,"徳島","Tokushima"
3067,1191,1876,322365557,142398955,179966602,37,"2017-12-01",2017,"香川","Kagawa"
4061,1565,2496,409748868,183344284,226404584,38,"2017-12-01",2017,"愛媛","Ehime"
2581,1042,1539,277950430,124205992,153744438,39,"2017-12-01",2017,"高知","Kochi"
18072,6551,11521,1931742089,816028585,1115713504,40,"2017-12-01",2017,"福岡","Fukuoka"
2825,1015,1810,284787293,118008953,166778340,41,"2017-12-01",2017,"佐賀","Saga"
4607,1668,2939,470741075,200429593,270311482,42,"2017-12-01",2017,"長崎","Nagasaki"
6245,2393,3852,623632831,270842854,352789977,43,"2017-12-01",2017,"熊本","Kumamoto"
4154,1600,2554,422620464,193453502,229166962,44,"2017-12-01",2017,"大分","Oita"
3828,1441,2387,379294271,167092065,212202206,45,"2017-12-01",2017,"宮崎","Miyazaki"
5719,2078,3641,568171914,241725688,326446226,46,"2017-12-01",2017,"鹿児島","Kagoshima"
4477,1805,2672,497339600,227293358,270046242,47,"2017-12-01",2017,"沖縄","Okinawa"
356271,144109,212162,46920896073,21660119334,25260776739,99,"2018-01-01",2018,"全国","zenkoku"
18187,6629,11558,2267990623,949793977,1318196646,1,"2018-01-01",2018,"北海道","Hokkaido"
4656,1917,2739,546347380,267189117,279158263,2,"2018-01-01",2018,"青森","Aomori"
4064,1653,2411,479398306,227435230,251963076,3,"2018-01-01",2018,"岩手","Iwate"
6947,2805,4142,873133029,409065363,464067666,4,"2018-01-01",2018,"宮城","Miyagi"
3027,1288,1739,351972788,175149485,176823303,5,"2018-01-01",2018,"秋田","Akita"
2893,1127,1766,361130846,164076793,197054053,6,"2018-01-01",2018,"山形","Yamagata"
5743,2502,3241,763776045,376540950,387235095,7,"2018-01-01",2018,"福島","Fukushima"
6849,2845,4004,921225459,438331464,482893995,8,"2018-01-01",2018,"茨城","Ibaraki"
5032,2174,2858,664713957,329680361,335033596,9,"2018-01-01",2018,"栃木","Tochigi"
4547,1976,2571,617747163,303969804,313777359,10,"2018-01-01",2018,"群馬","Gunma"
18306,7995,10311,2553972720,1270690284,1283282436,11,"2018-01-01",2018,"埼玉","Saitama"
14475,6238,8237,2009950763,982756788,1027193975,12,"2018-01-01",2018,"千葉","Chiba"
34307,14397,19910,5378109216,2473182723,2904926493,13,"2018-01-01",2018,"東京","Tokyo"
22106,9782,12324,3248669305,1618712550,1629956755,14,"2018-01-01",2018,"神奈川","Kanagawa"
6104,2520,3584,771087702,359514334,411573368,15,"2018-01-01",2018,"新潟","Niigata"
2551,977,1574,324621501,139972411,184649090,16,"2018-01-01",2018,"富山","Toyama"
3042,1153,1889,381989010,165357564,216631446,17,"2018-01-01",2018,"石川","Ishikawa"
1965,743,1222,220873783,97838736,123035047,18,"2018-01-01",2018,"福井","Fukui"
2168,879,1289,267834019,119763940,148070079,19,"2018-01-01",2018,"山梨","Yamanashi"
5661,2282,3379,701685197,325652496,376032701,20,"2018-01-01",2018,"長野","Nagano"
5415,2139,3276,695074534,307985437,387089097,21,"2018-01-01",2018,"岐阜","Gifu"
10153,4207,5946,1303394211,608397824,694996387,22,"2018-01-01",2018,"静岡","Shizuoka"
18261,7357,10904,2520458222,1144403592,1376054630,23,"2018-01-01",2018,"愛知","Aichi"
5387,2156,3231,677383361,307340756,370042605,24,"2018-01-01",2018,"三重","Mie"
4218,1644,2574,539931407,242678061,297253346,25,"2018-01-01",2018,"滋賀","Shiga"
7732,3005,4727,1025298109,453879139,571418970,26,"2018-01-01",2018,"京都","Kyoto"
25811,10434,15377,3369306486,1545115820,1824190666,27,"2018-01-01",2018,"大阪","Osaka"
16986,6645,10341,2228173290,1011037227,1217136063,28,"2018-01-01",2018,"兵庫","Hyogo"
3654,1481,2173,485484219,228159100,257325119,29,"2018-01-01",2018,"奈良","Nara"
3029,1233,1796,352288768,162627643,189661125,30,"2018-01-01",2018,"和歌山","Wakayama"
1777,750,1027,207722240,96623216,111099024,31,"2018-01-01",2018,"鳥取","Tottori"
2042,867,1175,240686269,113149284,127536985,32,"2018-01-01",2018,"島根","Shimane"
5804,2354,3450,704198683,327644308,376554375,33,"2018-01-01",2018,"岡山","Okayama"
8847,3325,5522,1111088949,487748462,623340487,34,"2018-01-01",2018,"広島","Hiroshima"
3663,1374,2289,473268802,208619161,264649641,35,"2018-01-01",2018,"山口","Yamaguchi"
2242,901,1341,269923322,123257312,146666010,36,"2018-01-01",2018,"徳島","Tokushima"
3146,1265,1881,377603467,171930451,205673016,37,"2018-01-01",2018,"香川","Kagawa"
4113,1638,2475,506605744,232050763,274554981,38,"2018-01-01",2018,"愛媛","Ehime"
2616,1056,1560,299785269,137618956,162166313,39,"2018-01-01",2018,"高知","Kochi"
17655,6548,11107,2221137423,953136964,1268000459,40,"2018-01-01",2018,"福岡","Fukuoka"
2887,1052,1835,335099429,140908944,194190485,41,"2018-01-01",2018,"佐賀","Saga"
4645,1709,2936,528402791,230169351,298233440,42,"2018-01-01",2018,"長崎","Nagasaki"
5786,2272,3514,709047914,322328621,386719293,43,"2018-01-01",2018,"熊本","Kumamoto"
4112,1540,2572,465362581,206104790,259257791,44,"2018-01-01",2018,"大分","Oita"
3874,1493,2381,448613852,203318008,245295844,45,"2018-01-01",2018,"宮崎","Miyazaki"
5607,2078,3529,635821021,277152688,358668333,46,"2018-01-01",2018,"鹿児島","Kagoshima"
4179,1704,2475,483506898,222059086,261447812,47,"2018-01-01",2018,"沖縄","Okinawa"
339543,138842,200701,38243196557,17813014841,20430181716,99,"2018-02-01",2018,"全国","zenkoku"
17435,6463,10972,1856469190,804523464,1051945726,1,"2018-02-01",2018,"北海道","Hokkaido"
4622,1902,2720,462372321,225408158,236964163,2,"2018-02-01",2018,"青森","Aomori"
3767,1580,2187,387343272,185939050,201404222,3,"2018-02-01",2018,"岩手","Iwate"
6577,2705,3872,724219144,343487557,380731587,4,"2018-02-01",2018,"宮城","Miyagi"
2900,1283,1617,290711874,147740584,142971290,5,"2018-02-01",2018,"秋田","Akita"
2796,1115,1681,294945885,134271552,160674333,6,"2018-02-01",2018,"山形","Yamagata"
5421,2399,3022,607609739,303716510,303893229,7,"2018-02-01",2018,"福島","Fukushima"
6345,2675,3670,722909881,350278194,372631687,8,"2018-02-01",2018,"茨城","Ibaraki"
4827,2071,2756,545765597,264320173,281445424,9,"2018-02-01",2018,"栃木","Tochigi"
4342,1916,2426,487333104,242754882,244578222,10,"2018-02-01",2018,"群馬","Gunma"
17152,7532,9620,2046701833,1020177530,1026524303,11,"2018-02-01",2018,"埼玉","Saitama"
13953,6053,7900,1711037507,840664971,870372536,12,"2018-02-01",2018,"千葉","Chiba"
32250,13573,18677,4082709923,1881367589,2201342334,13,"2018-02-01",2018,"東京","Tokyo"
21645,9672,11973,2673368699,1338007777,1335360922,14,"2018-02-01",2018,"神奈川","Kanagawa"
5852,2435,3417,619206778,293415972,325790806,15,"2018-02-01",2018,"新潟","Niigata"
2409,954,1455,266403396,119011733,147391663,16,"2018-02-01",2018,"富山","Toyama"
2981,1156,1825,322293112,142179973,180113139,17,"2018-02-01",2018,"石川","Ishikawa"
1907,756,1151,203894434,90858638,113035796,18,"2018-02-01",2018,"福井","Fukui"
1994,797,1197,225341925,102105531,123236394,19,"2018-02-01",2018,"山梨","Yamanashi"
5569,2241,3328,594208926,277014215,317194711,20,"2018-02-01",2018,"長野","Nagano"
5066,2055,3011,548102125,253146594,294955531,21,"2018-02-01",2018,"岐阜","Gifu"
9629,4030,5599,1059632521,502392618,557239903,22,"2018-02-01",2018,"静岡","Shizuoka"
17500,7136,10364,2058164918,946684641,1111480277,23,"2018-02-01",2018,"愛知","Aichi"
5181,2098,3083,564630234,265637043,298993191,24,"2018-02-01",2018,"三重","Mie"
3931,1579,2352,433932089,198319187,235612902,25,"2018-02-01",2018,"滋賀","Shiga"
7305,2904,4401,825354089,374204868,451149221,26,"2018-02-01",2018,"京都","Kyoto"
24837,10170,14667,2884109919,1331919363,1552190556,27,"2018-02-01",2018,"大阪","Osaka"
16138,6393,9745,1817153109,824738304,992414805,28,"2018-02-01",2018,"兵庫","Hyogo"
3594,1452,2142,400393829,187587565,212806264,29,"2018-02-01",2018,"奈良","Nara"
2868,1207,1661,298907755,144500334,154407421,30,"2018-02-01",2018,"和歌山","Wakayama"
1745,748,997,169820664,80528752,89291912,31,"2018-02-01",2018,"鳥取","Tottori"
1895,798,1097,197617114,95749226,101867888,32,"2018-02-01",2018,"島根","Shimane"
5310,2149,3161,557277661,256784896,300492765,33,"2018-02-01",2018,"岡山","Okayama"
8315,3121,5194,887253404,386682985,500570419,34,"2018-02-01",2018,"広島","Hiroshima"
3505,1351,2154,368063480,164113680,203949800,35,"2018-02-01",2018,"山口","Yamaguchi"
2140,897,1243,227535821,107610409,119925412,36,"2018-02-01",2018,"徳島","Tokushima"
2893,1202,1691,306496841,142795973,163700868,37,"2018-02-01",2018,"香川","Kagawa"
3971,1601,2370,427713970,196906807,230807163,38,"2018-02-01",2018,"愛媛","Ehime"
2538,1044,1494,258068494,119995288,138073206,39,"2018-02-01",2018,"高知","Kochi"
16949,6319,10630,1852530675,800234328,1052296347,40,"2018-02-01",2018,"福岡","Fukuoka"
2753,996,1757,282413240,118577755,163835485,41,"2018-02-01",2018,"佐賀","Saga"
4434,1636,2798,435964663,187032955,248931708,42,"2018-02-01",2018,"長崎","Nagasaki"
5001,1986,3015,511441079,235901091,275539988,43,"2018-02-01",2018,"熊本","Kumamoto"
